1,2,3,4,5,6,7,8,9,10
-6.713745750834648e-5,0.0005320655699424002,-0.00026078663200996324,0.00010003336312211176,-0.0001867031084632235,4.570829796669487e-5,-0.00015875933460149795,1.9925701854958923e-5,-0.00014349365611812827,4.274845966101118e-6
-0.00019938044331925636,-0.00048253894166078593,-0.0016140163766754792,0.00039554105966272605,-0.000585891704155191,0.00015092695089551355,-0.000481828307317969,6.607736265790898e-5,-0.0004323430258705471,1.747579411527633e-5
-0.0003905122240097528,-0.0004918309893487032,0.0002641597669077364,0.0029061188873083688,-0.0013582338115726415,0.0003731479631826102,-0.0009755115795132026,0.00014851030659845715,-0.0008576405354216727,4.240681889747645e-5
-0.0006358617451877852,-0.0006901074227530126,-0.0003801068312870785,-0.002146090326983061,-0.005506247625081794,0.0010432334699512836,-0.0017259453064109396,0.00031122160327997413,-0.0014315477467472426,9.177515129859321e-5
-0.0009325068165477194,-0.0009666686286690983,-0.0007863570818083035,-0.001549221481596192,0.001260130950971424,0.0071952183528679065,-0.0031687312767803622,0.0007047343922197422,-0.0022101701300614703,0.0002004795774750722
-0.0012783198073520814,-0.0013021107333763854,-0.001183267079740216,-0.0016516799439297743,-0.00038060572019674464,-0.0049429468720913255,-0.011754682125486946,0.001977536246948032,-0.0033764742728799287,0.0004573300645111893
-0.00167166114497575,-0.0016895200613295906,-0.0016056658676107572,-0.0019309660579525276,-0.001127640900650617,-0.00320643729830008,0.002965110234878635,0.013497684828378376,-0.005709697462152255,0.0011178032627602106
-0.002111235322209919,-0.002125497497699604,-0.0020637341220248644,-0.002305645128662072,-0.001737275892622172,-0.003076427183832687,-0.00020091955673531264,-0.008904935560157763,-0.020459736770229397,0.0032360038430149026
-0.00259601454669606,-0.0026080343692722334,-0.002561238745230443,-0.002749744035578817,-0.0023232594272793532,-0.003293680172935489,-0.0014203278440804025,-0.0054678692772515,0.005424614219045058,0.021942467123966053
-0.0031251968312979023,-0.0031358202113256793,-0.003099724316872644,-0.003251983037477943,-0.002919991317491114,-0.0036682263601909614,-0.0023021706440273875,-0.004962556155020619,0.0001702134538392929,-0.014092438043129946
