1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
-0.02799693544889939,0.02732549080140682,-0.0057313407922226275,0.015179463738741563,-0.004511322035948009,0.019099866336447866,-0.0034590938106757074,0.07091425480243223,-0.00269515267563388,-0.021725709453806412,-0.0021371195073125117,-0.007875719002749313,-0.0017234553728339244,-0.0043825333798737515,-0.0014118019315672986,-0.002862831983420865,-0.0011731281424560572,-0.002040342311832136,-0.0009874257746939454,-0.0015374447737548486,-0.0008407649112137079,-0.0012046545623656836,-0.00072332280349302,-0.0009717678904024948,-0.0006280747136847833
-0.03987561981168215,-0.09069725659637976,0.005892419355799356,0.029072705948937693,-0.005503170930418186,0.02902920447922676,-0.004726947880552246,0.10332941643737445,-0.003772578892897505,-0.03127769337531317,-0.003015215011700987,-0.011288676671433347,-0.0024395021646481316,-0.006270055039097755,-0.0020014270528041825,-0.004092321855947476,-0.0016643838472210262,-0.002915400131392005,-0.001401518628868994,-0.0021963905798854165,-0.0011936423430141878,-0.0017208202597080475,-0.0010270520145843514,-0.001388109511473347,-0.0008918813828489565
-0.05111857679434892,-0.06485844956536459,-0.09188841105276813,0.11814220955165675,-0.0012135199720860208,0.048274237760575836,-0.0050512214499411606,0.14544592524502176,-0.004541163556266735,-0.0418259775616606,-0.003754101351744758,-0.014798909984104217,-0.0030776354027005444,-0.008146152695433222,-0.00254045617615225,-0.0052926568780428665,-0.002119343057866943,-0.003761101526017586,-0.0017877947996695481,-0.0028293727333116876,-0.0015242329148044856,-0.0022147517507826423,-0.0013123657379976563,-0.0017855144459196816,-0.0011401293252122553
-0.06100053064214927,-0.07127679834844722,-0.06509554483804735,-0.3113670105999838,0.041390546018790914,0.10502870538664402,-0.00229135591517125,0.218046887534456,-0.004431884455715003,-0.05546974797412924,-0.00412292354564529,-0.01866958883715844,-0.0035187938716414575,-0.010040575677597875,-0.002956691496936606,-0.006445864373465137,-0.0024889929839121186,-0.004550158741053225,-0.002110257385435509,-0.0034094502169616583,-0.0018046047048220152,-0.002662246381825184,-0.0015567288255185225,-0.0021428431757996693,-0.0013541161857646233
-0.06992958104202569,-0.07993618498805442,-0.06815610394312524,-0.14981019671115126,-0.16779577482616348,0.41121556260434444,0.010364862020961705,0.3798294100246137,-0.002415743121789269,-0.07796808703592895,-0.00382602816109085,-0.023904414444026082,-0.0036575703373001307,-0.012282956062512548,-0.003210240282337155,-0.007697120650697882,-0.002759519904311883,-0.005359417925813391,-0.0023663169899104013,-0.003982892071297007,-0.0020371505097122548,-0.0030939251681031572,-0.001764697514266445,-0.002481849200306359,-0.0015392291345838614
-0.07815977682606132,-0.08864653774496772,-0.07398598602387492,-0.13483811603563897,-0.08886071873567901,-0.9194050286575212,0.08398533180872327,0.8251620709878896,0.0041006196614526225,-0.12073743603436042,-0.0022716911892692784,-0.0321275811906025,-0.003289809023215592,-0.015345458562870468,-0.0032167824125662802,-0.009235020216500143,-0.002893046444593204,-0.006280112461831168,-0.0025385835547540488,-0.004600116172577025,-0.0022142789953658822,-0.003540575465973713,-0.0019336109816172737,-0.002822857043644352,-0.0016953573337237595
-0.08585121443009013,-0.09704387956505237,-0.08029670411730437,-0.13611565094362266,-0.08147681708142411,-0.379842228834077,-0.2391741064037992,3.013416484714489,0.02399536968439019,-0.2113970745717409,0.0017761454666906386,-0.04621535754715709,-0.002053381392271517,-0.019948404289143355,-0.0028336731698389256,-0.011321796177235123,-0.002824263301692341,-0.007430307390518739,-0.002594537978499601,-0.005322290350604315,-0.0023190603440635714,-0.004037296132088528,-0.002054540279460361,-0.003187666032481952,-0.0018179028677908402
-0.09311164390318678,-0.10507979591766849,-0.0865908716565074,-0.14192610867790031,-0.08215610659641594,-0.3069904952827267,-0.10865896261313368,-6.153031257203182,0.12471894949249838,-0.4443286256018613,0.01139175904745281,-0.0719948656276267,0.0007204914142952904,-0.027271988819273472,-0.0018282679525967963,-0.014340994439677839,-0.0024518594845061013,-0.008970641421611924,-0.0024841226400759615,-0.006228252396527583,-0.002324779886839816,-0.0046272717540529525,-0.0021125309679084748,-0.0036019525860842864,-0.001898267715823854
-0.10001789437613123,-0.11277613235466213,-0.09273371823448268,-0.14935380382825147,-0.08516145464427133,-0.28820737213884906,-0.09133678972833603,-2.3431297449763755,-0.3000238384489334,-1.5378174282794475,0.03721182426015469,-0.12390622113947233,0.0064177654933835785,-0.039445626599700856,0.00019327983016871503,-0.018885453201492212,-0.0016203127233847038,-0.011128122029590386,-0.0021340333802307406,-0.007423055892112924,-0.0021929879209318815,-0.005365603809468267,-0.0020859740139608698,-0.004097324487369368,-0.0019237385602302627
-0.10662741313446404,-0.12016937406482553,-0.09869287886751414,-0.15738719498659823,-0.0890404298693298,-0.2859787456118639,-0.08715065128779,-1.7753382301123204,-0.1241106409785669,2.9666229688311727,0.16048492612621096,-0.25196560260188366,0.01851338597997283,-0.060862298864321956,0.0039550929627156575,-0.025940442468325265,-8.285746151798012e-5,-0.014237996068270054,-0.0014367964442572206,-0.00905095576328201,-0.0018696664503869474,-0.0063243285587296,-0.001945124991598982,-0.0047136318418702205,-0.0018769012504976468
-0.11298490097746891,-0.12729626930167667,-0.10446956538822064,-0.16561375131059858,-0.09327500593486174,-0.29063710450282376,-0.08700885007622947,-1.5868547267262203,-0.09824223665700416,1.0734694286720465,-0.34967649174541166,-0.8384685120605878,0.04910188494463703,-0.10253918217594722,0.010967112334037996,-0.03730862160393482,0.0025772248177204837,-0.01882419207057098,-0.00023022862712448658,-0.011317318206282772,-0.0012784376052013828,-0.007599993483727949,-0.0016494982719749752,-0.005502093343347154,-0.001734543729752471
-0.1191263606532269,-0.13419028871337477,-0.11007649363074429,-0.17385122031907405,-0.09764620888518699,-0.2986191346473193,-0.08856549833360056,-1.5172680121706665,-0.08992791941337033,0.7793089462109553,-0.13584101655508402,1.5559100138212747,0.19075478257139472,-0.20284549133459145,0.02503633493627568,-0.05674705683764271,0.007129826348736447,-0.025767069745442066,0.0017426624548191516,-0.014528103935205006,-0.0003085612007268142,-0.00932596628239123,-0.0011435084973094073,-0.006529950515475361,-0.0014658570034859944
-0.12508169535109967,-0.1408811909141874,-0.11553001709492311,-0.1820176874061495,-0.10205292522835421,-0.30833953298102207,-0.09095251455600183,-1.499114152132924,-0.08712192591336566,0.6728165668393329,-0.10293875387657585,0.5435814760443735,-0.3894949875069767,-0.6555282462271403,0.05944961574393815,-0.09373210476208153,0.015188310122261899,-0.03669134488271682,0.004917560445464413,-0.019165732632822514,0.0012069716532365855,-0.011693483954675399,-0.0003491464279347537,-0.007887778962595031,-0.001029558647522773
-0.13087645091287953,-0.14739546203179865,-0.12084720365442256,-0.19007885665450072,-0.10644699985946779,-0.3190085764352539,-0.09378122533953591,-1.5072098474398379,-0.08670504962408469,0.6256387365261703,-0.09126791847500364,0.3828349892493928,-0.14467333579816108,1.182653613045002,0.215990461930446,-0.1813464830633793,0.030832840784808923,-0.05500196254110158,0.01010288645583457,-0.026046807051262187,0.0035336565409725003,-0.01498955433015657,0.0008466769345880271,-0.009701456220718937,-0.0003692568642029832
