1,2,3,4,5,6,7,8,9,10
-0.0004856014335012736,-0.00010124660502068722,-0.0005939315531925054,-0.0003217024404299559,-0.0005733551479585506,-0.00035966188337630337,-0.0005653353859456147,-0.0003807227590161843,-0.0005613825249769587,-0.00039576998604651974
-0.0011824802529839362,-0.0014104574148791995,-0.0016979864540050526,-0.0007238297991845663,-0.0014088764433779594,-0.0008676154866019602,-0.0013802494000097214,-0.0009242089915821463,-0.001368869948072715,-0.0009620402939774957
-0.0020367426770841065,-0.0021023759991267597,-0.0017150914948902795,-0.00023577721933206087,-0.0025166169340190185,-0.0014421985136482294,-0.00239272523339469,-0.0015789463732482187,-0.0023629126015584983,-0.001651957542503273
-0.0030099404573996247,-0.0030420856090221664,-0.0029082791606266176,-0.004179414293347367,-0.004765210108419374,-0.0018585854947553008,-0.003601488659596125,-0.0022845723656545586,-0.003510222051418846,-0.002424848098033589
-0.004082993712334877,-0.004102819614139876,-0.004032403945521667,-0.004490849387983324,-0.0029620171935567726,0.00010634029571581459,-0.005162607244418006,-0.002933604432077995,-0.00481754066966908,-0.0032419694735090205
-0.0052435527113261805,-0.005257908237288928,-0.0052150101045222025,-0.005475878720805893,-0.004861135187124661,-0.008031258617364779,-0.009024937905327516,-0.003152702480001785,-0.006351354742545789,-0.004038370554352499
-0.006482824364183287,-0.0064946042702593585,-0.006466290034427869,-0.006640605388381579,-0.006276775747420705,-0.007509763512792596,-0.0040681409776625104,0.0010542780214541057,-0.008414132997248738,-0.004657864904488449
-0.007794222885010123,-0.007804860795817425,-0.007785203687152852,-0.007913422253982673,-0.007668780668707531,-0.008414642268578182,-0.006956908640312542,-0.01289382689621804,-0.014427559315218533,-0.004521037468422723
-0.009172676551550851,-0.009182966148422574,-0.009168862020466545,-0.009270130015464445,-0.00909389010259469,-0.00961654469011354,-0.00871184297112793,-0.011105289590774132,-0.0049637599776802665,0.002676521204085921
-0.010614233416518874,-0.01062465372483452,-0.010614326502040266,-0.010699080945464035,-0.010566207867440867,-0.010963431612766368,-0.010327553724321762,-0.011819752115417808,-0.009155432033658843,-0.018750691545146993
-0.012115823114667948,-0.012126684655965593,-0.012119050798875186,-0.012193523890833455,-0.01208993276806199,-0.012409228642952566,-0.01193198138059385,-0.01300527597013056,-0.011312052523363004,-0.015262182993026492
-0.013675108228163497,-0.013686625138420975,-0.013680990278488436,-0.01374915559289111,-0.01366622923143535,-0.013934327146198066,-0.013560626629377369,-0.014393846529504494,-0.013175262964278024,-0.015681519774717257
-0.015290390955321486,-0.015302719296774113,-0.015298620752149794,-0.015363144269960393,-0.015295291583051119,-0.015528693308461848,-0.015226913055317398,-0.015907259933937046,-0.014971409137405692,-0.016802921311600775
-0.01696055617618959,-0.016973815564748654,-0.01697093513232575,-0.01703368228648739,-0.01697711210911029,-0.01718668334425567,-0.0169370026298343,-0.017513920800688938,-0.016764879213949837,-0.018206593453251277
-0.01868503998098304,-0.018699326448671685,-0.018697439550092874,-0.018759763906905355,-0.018711814712371124,-0.018905063286906915,-0.018694284824120264,-0.019198634174127246,-0.018581128272272516,-0.01977187629351244
-0.020463817185257617,-0.02047921119629622,-0.02047815593511828,-0.020541072323311284,-0.020499821876204395,-0.020682137539843957,-0.020501073602349405,-0.02095344231226787,-0.020432590179021787,-0.021451139385495
-0.022297404024141786,-0.022313975696078795,-0.02231363334699224,-0.022377926237906087,-0.022341952772188797,-0.022517330101605133,-0.0223593602135715,-0.022774178256052612,-0.022326531299258028,-0.023222168763499824
-0.024186873932761366,-0.02420468658971097,-0.02420496891837234,-0.02427126281403141,-0.024239492984639788,-0.02441097614156496,-0.02427119585788994,-0.02465897393946514,-0.02426801983495449,-0.025073773511570138
-0.02613388551598807,-0.026152998220196996,-0.02615383902682153,-0.026222645697519222,-0.026194254530577655,-0.026364222997079283,-0.026238914623275864,-0.026607553743695434,-0.026261241967892562,-0.027000400266139653
-0.028140722730970204,-0.02816119217808273,-0.028162541532562573,-0.028234292701216895,-0.028208635892899105,-0.02837899480788318,-0.028265284291668108,-0.028620886112011645,-0.028310168296041164,-0.028999817281582355
-0.030210348098843244,-0.030232230115676287,-0.03023405035447599,-0.030309120997342356,-0.030285687981435324,-0.030457998979521263,-0.030353625760149317,-0.030701017435359135,-0.030418938097180957,-0.03107202571236485
-0.032346470529399214,-0.03236982132838859,-0.03237208423321004,-0.0324508097105856,-0.03242919042440099,-0.032604764179018815,-0.0325079223172296,-0.03285100956653893,-0.032592114296567956,-0.03321872653430564
-0.03455363016615024,-0.034578507460846515,-0.034581192248441764,-0.03466388132601223,-0.03464374222434133,-0.03482370571079787,-0.03473293148929914,-0.035074944049122515,-0.03483488015509744,-0.035443068108913074
-0.03683730361781208,-0.03686376767446251,-0.03686685955587922,-0.036953804679439456,-0.03693487112000577,-0.0371202178661727,-0.037034308525225657,-0.03737797592065114,-0.037153214628421374,-0.0377495522005884
-0.039204034124312795,-0.039232148807772746,-0.039235637956764866,-0.039327123712145674,-0.03930916680889621,-0.03950079555342244,-0.03941874937220976,-0.03976643038558104,-0.03955406846591478,-0.04014404173602928
-0.04166159272263467,-0.041691426586253286,-0.04169530740936838,-0.041791617830617384,-0.04177444448787436,-0.041973189911844115,-0.041894161208185315,-0.04224794199065295,-0.042045556771087254,-0.04263384460211448
-0.0442191784810899,-0.044250805947461905,-0.044255076583435735,-0.044356501805683665,-0.044339947045671825,-0.04454660514307734,-0.04446986986321665,-0.04483164058069457,-0.04463718168513459,-0.0452278642420631
-0.046887668573138655,-0.04692117125458952,-0.046925833254774056,-0.04703267590910698,-0.047016596869023465,-0.047231946826087806,-0.047156875739956354,-0.047528392535768224,-0.04734009936627839,-0.0479368180273009
-0.049679932673196835,-0.049715400887295175,-0.04972045904605175,-0.04983304074231486,-0.04981731189374522,-0.05004213591406665,-0.049968173308785696,-0.05035111042375677,-0.050167447930715696,-0.050773532216121534
-0.052611231336838,-0.052648765883531345,-0.052654228200513555,-0.05277289642984614,-0.052757405692881676,-0.0529925079520026,-0.052919154297183524,-0.05331514997934946,-0.05313475751777758,-0.05375332988222947
-0.05569972537263016,-0.05573943965691875,-0.05574531742379935,-0.055870453231928886,-0.05585509873743818,-0.056101324530958355,-0.05602812197541374,-0.056438821089823996,-0.056260470617845504,-0.05689453702882444
-0.05896713379724355,-0.0590091564066867,-0.05901546442056086,-0.059147491256975195,-0.05913217856478287,-0.059390434707326,-0.0593169545198802,-0.05974405039829059,-0.05956661122069796,-0.06021914371048186
-0.062439593481380624,-0.06248407136450513,-0.062490828280182265,-0.06263022252439289,-0.06261486213978247,-0.06288613977604357,-0.0628119710001135,-0.06325724898542222,-0.06307965684658466,-0.06375367331456326
-0.06614879676229016,-0.06619589920746277,-0.0662031280524858,-0.06635043187101183,-0.06633493692105653,-0.06662033814172895,-0.06654507681452501,-0.06701046214334555,-0.06683169082367432,-0.06753033710481791
-0.07013351859613207,-0.07018344228920777,-0.0701911711804285,-0.07034700860179237,-0.07033129253815551,-0.07063206259299522,-0.07055530089319648,-0.07104291406012854,-0.07086194777595149,-0.0715885873389138
-0.07444169980554613,-0.07449467536254074,-0.07450293848393287,-0.07466803593585442,-0.07465201012119653,-0.07496957766333442,-0.07489089229164135,-0.07540311595075835,-0.07521892080807734,-0.07597723848585404
-0.07913334075612893,-0.07918964130754867,-0.0791984802396111,-0.07937369334377925,-0.07935726435124549,-0.07969329316170687,-0.07961223210805767,-0.08015179508379705,-0.07996328756274074,-0.08075741568581297
-0.08428460384495859,-0.08434455653119666,-0.08435402206943056,-0.08454037135744048,-0.0845234377591414,-0.08487989501707571,-0.0847959615862184,-0.08536604803641024,-0.08517205790429497,-0.08600673657040148
-0.08999376703089786,-0.09005776872415225,-0.09006792339935091,-0.09026664301685074,-0.09024909134281658,-0.090628340134168,-0.09054097261025577,-0.09114536844067986,-0.09094459244222544,-0.0918253812959951
-0.09639009824722576,-0.09645863757522559,-0.09646955921309477,-0.09668216502018284,-0.09666386440544379,-0.09706879255632657,-0.09697733704020656,-0.09762063248648195,-0.09741157332000776,-0.09834514177741109
-0.1036475013993125,-0.10372119046068595,-0.10373297733368406,-0.10396136486179958,-0.10394215961047024,-0.10437636454583757,-0.10428003700968917,-0.10496791614176554,-0.10474879797351698,-0.10574333750106711
-0.11200627924245393,-0.11208590077982208,-0.11209867929299916,-0.11234526934540591,-0.11232496811409237,-0.11279303121769792,-0.11269086211000143,-0.11343053145557566,-0.1131991772756008,-0.11426500958655343
-0.12180938182647803,-0.1218959621472958,-0.12190989873990007,-0.12217786237349276,-0.1221562216697809,-0.12266413185736429,-0.12255488141075133,-0.12335573074858026,-0.1231093754918762,-0.12425988821180271
-0.13356604325007512,-0.1336609703506758,-0.13367629079412205,-0.13396991368572417,-0.13394661133418095,-0.13450245071544492,-0.13438447259689146,-0.13525914377596518,-0.13499413402478375,-0.1362472923492115
-0.14807101655796867,-0.14817624294517065,-0.1481932654944799,-0.14851857349505826,-0.14849316325095643,-0.14910828400228307,-0.14897929193909823,-0.14994551266032655,-0.1496567931609513,-0.15103773186913108
-0.1666472830932894,-0.16676570101414234,-0.16678489775298377,-0.16715081413574906,-0.16712264185854336,-0.1678138431505988,-0.1676704797783721,-0.1687544550395916,-0.16843462046684404,-0.16998043639578758
-0.19169725372354596,-0.19183346194204787,-0.1918555841476156,-0.19227629439738425,-0.1922443268279904,-0.19303830316093762,-0.1928752592963272,-0.19411860113983764,-0.19375595934513307,-0.19552550313550085
-0.2281607217584985,-0.22832282799670073,-0.22834920082238583,-0.22884971152069203,-0.22881213369707162,-0.22975593171319866,-0.22956387564999117,-0.23103989347399975,-0.23061391171347367,-0.2327108067269648
-0.2883709457075805,-0.28857581864300585,-0.2886091997056695,-0.28924153643373596,-0.2891945779313718,-0.2903860674378624,-0.29014560831351704,-0.292006781529599,-0.2914748092422813,-0.29411453809295834
-0.41631596543847976,-0.41661172097849325,-0.4166599760048912,-0.41757253579052134,-0.41750544140621576,-0.41922378568215557,-0.41887961124916445,-0.42156087310594076,-0.42080124921015916,-0.4245984583798641
