h,-0.2,-0.1,0.01,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,-0.15,-0.05,-0.01
0.0,-1.5904700636349677e-5,-2.325882165342209e-5,-6.596033788074762e-7,-2.1712719144329733e-5,-0.00011607707938497912,-0.0003321983634497563,-0.0007205691656260529,-0.0013254309307203435,-0.0021775895850103732,-0.003288865208198485,-0.004648982023643074,-0.006225241333614687,-0.007964864420917574,-0.00979952077363452,-0.011651314395784514,-0.013439401225187242,-0.015086441480599736,-0.016524222139412247,-0.017697978270634566,-0.01856915882443872,-0.01911658953128436,-0.019336158690834847,-0.019239276942604813,-2.579743285863575e-5,-9.952412791204705e-6,-5.65108982991293e-7
0.01,-0.0008349992752222736,-0.0007648802515710702,-3.2199508013409996e-6,-0.0003028914487698394,-0.0015610160545924613,-0.0040574756209733435,-0.007946564608390702,-0.01323989567783144,-0.019808493140707803,-0.027401103150734185,-0.03567425586288797,-0.044228926098737416,-0.05264875778669924,-0.060535542947661634,-0.06753874440673768,-0.073377097571958,-0.07785153280140511,-0.08084969100768173,-0.08234308236772825,-0.08237843357381074,-0.08106499589469761,-0.07855958523114427,-0.07505095242487266,-0.0010418413137032781,-0.00029232972361583275,-2.6665380550599347e-5
0.02,-0.0017069456208948918,-0.0016260391796588886,0.0,-0.0004578618686994462,-0.00267037837178964,-0.007178360608159117,-0.014251859279642926,-0.023886205257662513,-0.03581149026140934,-0.04953279411980125,-0.06439165868047808,-0.07963832581805913,-0.09450487489516106,-0.10827114810212615,-0.1203177352893332,-0.13016284292040056,-0.13748223191569903,-0.1421133342626069,-0.14404602564689195,-0.14340332034256026,-0.14041552034784763,-0.13539119573562836,-0.12868792097613355,-0.0021568234589459043,-0.0006717349081821932,NaN
0.03,-0.0026315376693867745,-0.0026108871479784035,-9.270425056029902e-6,-0.0005122794067334913,-0.0034802634537021695,-0.009742210198648462,-0.019695248053686613,-0.033334139828848065,-0.050266317538489355,-0.06977212714044762,-0.09089598153364065,-0.1125527771581795,-0.13363497331138657,-0.15310844552155897,-0.17008883659377635,-0.1838939497557163,-0.19407122061552337,-0.2004021173229694,-0.20288728159002656,-0.20171731962298958,-0.19723447518412773,-0.18989012781491682,-0.1802023463478822,-0.0033717835422139254,-0.0011575099294007904,-0.00020960545452746005
0.04,-0.0036084417984493275,-0.003723122191950923,-4.837670051111838e-5,-0.0004906808694431094,-0.004025403382110145,-0.01179476700034732,-0.024333677172102594,-0.04165141945950096,-0.06325047193851879,-0.08820491098559208,-0.11527953804465549,-0.14306908756981646,-0.17013827449628213,-0.19514704372149097,-0.21695017026520863,-0.23466540832952582,-0.24770898969579072,-0.25580096511627326,-0.2589454465141999,-0.25739222490218666,-0.25158663738136333,-0.2421141525010425,-0.22964518789362676,-0.004687483347205338,-0.0017583421890334926,-0.0003955846021837754
0.05,-0.004637197654720313,-0.004965989810653118,-0.00013374390267864992,-0.00041649259661139524,-0.004339176840360917,-0.013380180647576763,-0.028222274027335365,-0.048903742996587445,-0.07483925875814584,-0.10491463064635037,-0.13763222832777716,-0.17128160524130637,-0.20411153812029914,-0.23448412735441734,-0.26099750839469,-0.28256996362916387,-0.2984839137104485,-0.30839283343282403,-0.312297306599871,-0.31049818470683155,-0.3035353052568229,-0.2921197253306911,-0.2770662460886883,-0.006104407648189691,-0.0024822663874426846,-0.0006626130727113517
0.06,-0.0057172190794770195,-0.006342284386226047,-0.0002808820602543827,-0.00031203904748063397,-0.004453623215412256,-0.014541028857150728,-0.03141437622234023,-0.05515482567087519,-0.08510583776350954,-0.11998250146464733,-0.15804160011773946,-0.19728228587847255,-0.23564913292806233,-0.27121453049636085,-0.3023243472824397,-0.3276981886845464,-0.3464823221716703,-0.3582587768931553,-0.36301790175113996,-0.36110376173150543,-0.35314235247588915,-0.3399620350584114,-0.322514205952724,-0.00762276536566249,-0.0033366669448590997,-0.001023191973333825
0.07,-0.006847795134051146,-0.007854351003793997,-0.0005043919508149518,-0.00019855170532069824,-0.004399456743995911,-0.015318338143057839,-0.03396155982165064,-0.06046643538157037,-0.09412126749205153,-0.13348752094150812,-0.1765929071476785,-0.22116075638968727,-0.2648431042587963,-0.3054308064388081,-0.34102197795226047,-0.3701385543591325,-0.39178856734114437,-0.405478013675593,-0.41118058642919464,-0.40927598918357333,-0.40046827953723046,-0.3856950501116825,-0.36603667847537685,-0.00924249097544416,-0.004328280907453627,-0.0014890027807290393
0.08,-0.00802809122280381,-0.009504087633111476,-0.0008179712612555922,-9.617821137602186e-5,-0.0042060806144360195,-0.01575160411203039,-0.035913666735859856,-0.06489842762903306,-0.10195454771546059,-0.1455065182512579,-0.1933691648368019,-0.2430043755633387,-0.29178323833185826,-0.3372232941121119,-0.37717955325409785,-0.40997749576794795,-0.43448508875719394,-0.4501279871448174,-0.4568570875935827,-0.4550804244704415,-0.44557226285032947,-0.429371562892766,-0.4076802401389657,-0.010963246154228215,-0.00546320127691028,-0.002070912350587645
0.09,-0.009257150312469925,-0.011292947641291193,-0.0012344210480011888,-2.3991659551705817e-5,-0.0039016009578837526,-0.01587881128496569,-0.03731883120326571,-0.0685087790836293,-0.10867266007918333,-0.15611420150507924,-0.2084512033578432,-0.2628982918308993,-0.31655712340951925,-0.3666801812663763,-0.4108841516896641,-0.44729947546125864,-0.4746524746360845,-0.49228442451570475,-0.5001175598789892,-0.4985812003484047,-0.4885122015146901,-0.4710432320262275,-0.4474904706264271,-0.012784421648472552,-0.006746880714977934,-0.002778978269386303
