h,0.01,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0
0.0,3.883402329411848e-9,6.217913628939765e-7,6.432435502918893e-6,2.6755314812414744e-5,7.507165268397223e-5,0.0001676553400475567,0.00032138222463587977,0.0005511346294656803,0.0008672838507983766,0.0012736889949812073,0.0017665268753893817,0.00233410257238776,0.002957621622695451,0.003612763186809744,0.004271798014304274,0.004905952483377154,0.005487726932200463,0.005992922214740076,0.006402198568476699,0.006702070742381694,0.006885320168658993
0.01,4.190167942518246e-8,0.0001067553745670371,0.0006036501017834296,0.0016923584499547249,0.003542179453451062,0.006261342140149941,0.009878154432732633,0.014334015974137578,0.019488128615250382,0.02513200293722114,0.03101075571109696,0.036847750862586834,0.04236927080868686,0.04732646348005024,0.05151261573961107,0.05477468862083766,0.05701887826229288,0.05821064591867857,0.058370142323164724,0.05756422569300454,0.05589635748686478
0.02,-8.18188205814883e-6,0.00016123621325309098,0.0010711131846054417,0.0031247009482990302,0.006650867527996221,0.011855745685074963,0.01878649241648378,0.02731908916012186,0.03716948351548709,0.047923921093753756,0.05908220051492681,0.07010683250678647,0.08047149309388758,0.08970339813623349,0.09741591946182353,0.10332956898262281,0.10728112757293871,0.10922201374463299,0.10920788850542291,0.10738196982074433,0.103954631620278
0.03,-2.4426215757405492e-5,0.00016538992427120238,0.0014116920004607993,0.004328286687185709,0.009407245644793455,0.016958460920426865,0.027055290308291326,0.03951632366942667,0.053922155530241295,0.06966085450003355,0.08599265985845686,0.10212334104003967,0.11727631094034008,0.13075547848123995,0.1419933928385897,0.15058195331181634,0.15628543147439497,0.15903751419824938,0.15892540470482017,0.15616470776901648,0.15106895222211325
0.04,-4.845267872632621e-5,0.00012052672716387808,0.0016282238905741592,0.005307568036246184,0.011817353254293242,0.021576993510637365,0.034693333550685705,0.050935559937687745,0.06975680079762704,0.09035403982833023,0.11175373273001377,0.132909043894338,0.15279549362617748,0.17049433601306288,0.1852564146340204,0.19654287412813726,0.20404240081378225,0.20766727612664881,0.20753229018972322,0.20392147272042238,0.1972477598603958
0.05,-8.002519591126298e-5,2.7944014826873865e-5,0.001723518477885586,0.00606695355984132,0.013887169136139462,0.02571877079189346,0.04170931049793165,0.06158652102936937,0.08468393593868953,0.11001455011638916,0.13637682860642197,0.1624754919061674,0.1870405663934275,0.20893133145600432,0.2272160679580764,0.24122304640245013,0.2505623109753405,0.25512107975723125,0.2550377877135872,0.25066093891964386,0.24249913913815108
0.06,-0.00011890959693754121,-0.00011107129895359301,0.0017003625082201844,0.0066108151806315695,0.015622620477450153,0.02939115222486968,0.04811182367481431,0.0714788241937566,0.09871394952190247,0.1286533059019213,0.1598731781707796,0.19083402966184382,0.22002282056082714,0.2460775648347579,0.2678831505086482,0.2846328781514752,0.2958551129642698,0.3014083683439915,0.30145079572873107,0.2963914343946046,0.2868308318071763
0.07,-0.00016487321533157208,-0.00029524063299788745,0.001561524314361856,0.006943494849633177,0.017029591421699124,0.03260143936832341,0.053909400684281766,0.08062199225638629,0.11185711358274032,0.14628108663732936,0.18225384451559676,0.21799580649263217,0.2517533243960582,0.2819438863560169,0.3072681856076017,0.32678248175679875,0.3399304450992281,0.34653826027309215,0.34677988088943457,0.34112095378975127,0.33025024982046247
0.08,-0.00021768452394756028,-0.0005232917740486297,0.001309757936849395,0.007069310762656921,0.018113931123515527,0.03535688539339629,0.059110504758953866,0.08902546480953595,0.1241235951274642,0.16290854227995566,0.20352973469667948,0.24397178796169908,0.2822429345745071,0.3165409079187189,0.34538143385488507,0.36768168584355737,0.3827976451665519,0.390519561503409,0.3910332907460195,0.3848571712398535,0.3727644882785269
0.09,-0.00027711280313665265,-0.0007939570771385254,0.0009478069311268244,0.0069925631583416855,0.018881461341044202,0.03766470415735176,0.06372354495421778,0.09669860917277263,0.13552346756275857,0.17854620497055454,0.22371161152487365,0.26877276771006636,0.3115023080787985,0.3498790151021474,0.382232905252572,0.40734004758007,0.4244657629127938,0.4333607782381079,0.4342189665477936,0.42760745322550336,0.4143803382335137
0.1,-0.00034292783863593487,-0.0011059718163380903,0.0004784078870916096,0.0067175397289606425,0.01933798359431349,0.03953207885438606,0.06775688598277627,0.10365073110070865,0.14606672200325596,0.19320450072734463,0.2428101055011438,0.29240937954992685,0.3395419144164882,0.38196837950485446,0.41783237167391,0.44576686528172305,0.46494357277175574,0.47507012973994495,0.4763445560866288,0.4693788713617847,0.45510429932210206
0.11,-0.0004148996465312147,-0.0014580726730076044,-9.570631600306735e-5,0.006248520671686838,0.01948928591525708,0.04096617026016291,0.07121885769222726,0.10989108522019382,0.15576327841779267,0.20689376109525628,0.2608357268158226,0.31489210971148823,0.366372048052561,0.41281897132731893,0.4521893795722371,0.48297119122082155,0.5042395867390032,0.5156555612176901,0.5174174265244845,0.5101782150803489,0.49494259220413017
0.12,-0.0004927982229710656,-0.001848996350223704,-0.0007718034990000851,0.005589783404979384,0.01934114921257435,0.041974124585744045,0.07411776418860203,0.11542888518335942,0.16462299658243218,0.21962423470034684,0.2777988773459091,0.33623130916456107,0.392002840969839,0.44244057210817855,0.4853132628411959,0.5189618445598633,0.5423620673208163,0.5551247567226909,0.5574446771579883,0.5500120041725588,0.5339011707889908
0.13,-0.0005763933165883767,-0.0022774783033855,-0.0015471493986594686,0.00474560697211408,0.01889935327244023,0.042563080955690454,0.07646189260983301,0.12027331352641428,0.1726556868145107,0.2314060986680022,0.29370986259516496,0.35643720594887174,0.41644427528421285,0.47084278753818176,0.5172131557516862,0.5537474243388486,0.5793190404965027,0.5934851520051282,0.5964331520814431,0.5888865011675806,0.5719857342358444
0.14,-0.0006654542218265951,-0.0027422515781604304,-0.002419005093867981,0.0037202761515789003,0.018169682414156344,0.04274017852425896,0.07825952155392833,0.12443353122696371,0.17987112046699574,0.24224946987089901,0.3085789035311142,0.3755199174577775,0.4397061958533891,0.49803506028806854,0.5478980059030877,0.5873363224585179,0.6151183086429957,0.6307439472879622,0.6343894527165328,0.626807723524425,0.6092017387173676
0.15,-0.0007597495915765856,-0.0032420457479329164,-0.003384624628001825,0.0025180852920368246,0.01715793081812106,0.04251256324279952,0.07951892916722213,0.12791868695496234,0.1862790401667733,0.25216441597883543,0.32241614828076337,0.393489462629209,0.46179832282774225,0.5240266827969835,0.5773765871362404,0.6197367366108828,0.6497674633793054,0.6669081199238827,0.6713199501829746,0.6637814556214146,0.6455544089395173
