1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,h
0.9999999999999994,1.0000000000000004,0.9999999999999994,1.0000000000000002,0.9999999999999996,1.0,1.0,1.0000000000000004,1.0,0.9999999999999999,1.0000000000000009,0.9999999999999998,0.9999999999999994,1.0,0.9999999999999999,1.0,1.0000000000000004,0.9999999999999997,1.0,0.9999999999999996,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,1.0,0.0
1.0736605495505487,1.0931044007382476,1.114985346051644,1.0909744567923112,1.1107195183800602,1.0917926383105705,1.1085734196926134,1.0925313429329346,1.1072428542094277,1.0931273626003684,1.106314486363866,1.0936133111832618,1.1056162144077155,1.0940196187105802,1.1050618498969649,1.0943686094338063,1.104602520923617,1.0946764324491185,1.1042078923306422,1.0949550534291832,1.1038577719526312,1.0952136275912572,1.1035379439855517,1.0954593888757027,1.103237932803291,0.01
1.1470653530402504,1.189282136631152,1.2366848407615056,1.1848738192611452,1.227280504444631,1.1867160041280467,1.2225948102267004,1.1883451576752946,1.2197030296473783,1.1896490938900444,1.217691876060217,1.1907069164047634,1.2161831274323007,1.1915880669797843,1.2149880576081131,1.1923425487708141,1.2139999751946149,1.1930061551247264,1.21315284198066,1.1936052060095506,1.2124028228927375,1.1941597131600725,1.2117191446307183,1.194685400799745,1.211079196521402,0.02
1.2202035701395406,1.2883672689548868,1.3650808812962485,1.281581962158568,1.349603969460673,1.2846721058612685,1.3419674247291948,1.287351995732157,1.3372760698726465,1.2894803717617174,1.3340237997521118,1.2911986886703395,1.3315902464845784,1.2926248384744152,1.3296669732517656,1.293842278729114,1.328080131767406,1.2949101671398564,1.3267224110759832,1.295871693605274,1.3255227720673408,1.2967595016420814,1.3244314801770956,1.2975991054932707,1.3234120953605726,0.03
1.2930639832520823,1.3901946274828119,1.5001425859069695,1.3809861373102905,1.4776006833547801,1.3855654688063395,1.4665862009327228,1.3894640892985466,1.459850463960328,1.3925373817499824,1.4551957219621365,1.395006972336836,1.4517215739416105,1.3970494647011684,1.4489819544731022,1.3987879410297193,1.4467261772996616,1.4003088497318315,1.4447999160605303,1.4016748799394667,1.4431012749683687,1.4029331465782873,1.4415591051626668,1.4041202900577405,1.4401214169311483,0.04
1.3656350290838566,1.4945996278746791,1.6418254487055095,1.4829763817862438,1.6111711890578202,1.4893024120458496,1.596337837804091,1.494594586897335,1.587307725041239,1.498736544192716,1.5810870035054405,1.5020498155888211,1.576455647619498,1.5047807590739952,1.5728113833172142,1.5070986170283032,1.5698167093356346,1.5091212409030015,1.5672643976254452,1.5109335479774595,1.5650179705449732,1.5125990186657834,1.5629823753762109,1.514166785015529,1.561088335252757,0.05
1.4379048273250596,1.601418114469673,1.7900710530085866,1.587444960983907,1.7502058423915143,1.5957903760028729,1.7311008820202365,1.6026568495752378,1.7195224702418141,1.6079938082026033,1.7115709604826421,1.6122442737386378,1.7056655749967844,1.6157361343744447,1.701028675299617,1.6186916613243407,1.6972257209751427,1.62126438591037,1.6939905820202947,1.6235642674824529,1.6911484201678617,1.6256730903564045,1.688577765330495,1.6276538658852373,1.68619030739963,0.06
1.509861206808333,1.710486225514011,1.944806837688002,1.6942858437361819,1.8945848732849182,1.704937296861241,1.8707458213601744,1.7135638029783724,1.8563625000822659,1.7202240070225352,1.8465149186462533,1.72550577731537,1.8392190605842516,1.7298309870800481,1.8335022805205916,1.7334821034291772,1.8288225772219977,1.73665275637346,1.8248488342027502,1.739480831271011,1.8213640389921946,1.742068388851815,1.818217779025647,1.7444937225199022,1.8153009646213047,0.07
1.581491729456543,1.8216402782623131,2.1059459117351125,1.8033942069909994,2.0441784647817,1.8166510245397811,2.015135182674373,1.8272273411617503,1.9976888759064473,1.8353402699313788,1.9857802623993366,1.8417475595587016,1.976978426218895,1.8469781427393246,1.9700956769961984,1.8513821113261517,1.9644719834835775,1.8551977315640902,1.9597051035193416,1.8585937535275436,1.9555320205663518,1.8616945107072396,1.9517708549458463,1.8645949893262264,1.9482899989229903,0.08
1.6527837122907771,1.9347166717377267,2.273386912898661,1.9146659679773737,2.1988468468696487,1.9308387813129222,2.164123632589795,1.9435577784449352,2.143355994342167,1.9532534863803053,2.1292224780450852,1.9608801385005203,2.118800624362131,1.9670873571875942,2.110667356630623,1.9723005114150733,2.1040339469014415,1.9768071361393391,2.0984208627808627,1.9808098242677976,2.093515255673638,1.9844571920149632,2.0891012663468684,1.987862330264955,2.085023046184961,0.09
1.7237242477329684,2.049551805229881,2.447013906807663,2.027997342084026,2.3584404026493653,2.0474066585156248,2.3175580795264197,2.0624633460215502,2.2932116581414794,2.0738718184874148,2.2766911911967513,2.082810849313819,2.2645372447200423,2.0900648689390087,2.255070804446468,2.0961423599141358,2.2473637313455996,2.1013848291942945,2.240853041715526,2.106031714686328,2.23517224648609,2.1102579288085637,2.230069017962273,2.1141960732222946,2.225361566953922,0.1
1.7943002224067122,2.165982010860115,2.626696323460346,2.1432844249407283,2.5227997847730648,2.166259149066401,2.475277775951634,2.1838497303730944,2.447097143039074,2.1971002584097925,2.428030198490012,2.2074434230452398,2.4140345146878843,2.2158129985677535,2.4031544718324986,2.2228085613056896,2.394311807012855,2.2288303400554694,2.3868539558613615,2.2341576286935174,2.3803570171638584,2.23899364292116,2.3745297402911816,2.24349188895183,2.3691627260606642,0.11
1.8644983346134265,2.2838434987574128,2.8122889283606134,2.2604227974170334,2.691756040438333,2.2872987137962952,2.637114420093783,2.3076196508360436,2.60484726050377,2.3228402274559676,2.5830774939254173,2.3346776082334086,2.567133294262225,2.34422979131444,2.5547617446720747,2.352195529867726,2.5447237956416773,2.3590385467189305,2.536271232005342,2.365080996454141,2.528919022058512,2.3705563890563788,2.5223345826394703,2.375640510326732,2.516279272215298,0.12
1.9343051106383744,2.4029723135718286,3.0036318259252406,2.3793071524442166,2.8651307435251874,2.4104253797908237,2.802892256584139,2.4336724739322046,2.7662904164517386,2.4509892141053564,2.7416652903145415,2.46440883225747,2.7236690661696126,2.4752086995298184,2.709730907286931,2.4841948907383378,2.698440412399574,2.491899393267325,2.6889477312972287,2.4986902061901035,2.680703052681068,2.504833099297998,2.6733301060743266,2.5105274881219,2.666559418710035,0.13
2.0037069200215933,2.5232043012095478,3.200550493077636,2.4998309427290772,3.0427361327251305,2.5355363691412283,2.9724281757047337,2.5619038623014947,2.9312486661477344,2.5814404483698166,2.903620036416948,2.5965278995645757,2.883471922037307,2.6086383019034467,2.867895103177132,2.6186932173221207,2.855297405519828,2.627297642983718,2.8447214711668782,2.6348683709118816,2.8355491445801153,2.641705361700377,2.8273581774254235,2.648032979972721,2.819846726324645,0.14
2.072689989911999,2.6443750848092704,3.4028558411948944,2.6218860485673154,3.224375254735166,2.6625257566656657,3.1455318110943824,2.6922054562781756,3.0995377656477556,2.7140826101717033,3.0687624304417676,2.7309207241971607,3.046366545484375,2.744402056725061,3.029082293563168,2.755571802171392,3.015125494767483,2.7651126642236594,3.0034255471589923,2.773493127102377,2.9932924852474314,2.7810492299733323,2.9842558654276417,2.788031569537569,2.97597998948526,0.15
2.1412404186085032,2.766320049096536,3.6103443047903743,2.745362465082913,3.4098421117828615,2.7912841553040635,3.3220056359116024,2.8244645863304503,3.2709672202385565,2.84879956962601,3.2369074306518506,2.8674680942844377,3.212172193045159,2.882378086695678,3.193115214745112,2.894706458765584,3.177750309803588,2.9052182464146408,3.1648880557731367,2.914436462698512,3.1537633241303733,2.922735061607286,3.143855340054358,2.930392113231025,3.1347931266761755,0.16
2.209344188379291,2.8888743323536477,3.8227979554992526,2.8701480083211983,3.5989218129150986,2.92169842801489,3.501645057575293,2.9585640147418646,3.445340330409746,2.9854701573052145,3.407864263854294,3.0060454663814253,3.3807026738548536,3.02243899304753,3.359811335289368,3.0359673518732357,3.3429923294949986,3.0474824438284425,3.3289320193616736,3.0575645720041287,3.316786885785572,3.0666273820817684,3.305983776038632,3.0749776121980394,3.2961150760489404,0.17
2.2769871776396915,3.0118728253305624,4.039984640094347,2.99612803970991,3.7913907286272965,3.0536514251114686,3.684238511305893,3.094381705054593,3.6224542359569782,3.1239679627371992,3.5814364325918264,3.1465227877361883,3.551766329032335,3.164451696950437,3.528982814039067,3.1792188544164057,3.510666823187288,3.191767445020713,3.4953753140971386,3.2027377354268927,3.482183287158943,3.2125847730668187,3.470463261524911,3.2216451074709216,3.459769697115541,0.18
2.344155172559394,3.1351501764981213,4.26165814139689,3.1231852084763227,3.987016648534041,3.1870217460712387,3.869567552773578,3.231790617921114,3.802099958861967,3.2641611595411257,3.7574217218672654,3.2887643447440467,3.7251660116903182,3.3082773063791016,3.7004364599215176,3.3243194289693707,3.6805837949222764,3.3379294660557726,3.6640306019746203,3.3498102221644044,3.6497674599243615,3.3604597827658114,3.6371107127369124,3.370245596493692,3.6255756793538074,0.19
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2
2.4770089289700548,3.3818789076071565,4.717411523351897,3.3800465715057553,4.38676872086103,3.457506238492691,4.247524776550698,3.5108478896280486,4.168120609788224,3.549078467963546,4.115794258141545,3.5779682685774237,4.078157323636163,3.6007819741535023,4.049390518162753,3.6194715408580826,4.026358555572828,3.635279082042889,4.0072013617946,3.649039749950268,3.9907324963805793,3.661342287928517,3.9761508543208572,3.6726189637528805,3.9628901412057016,0.21
2.5426658992509155,3.504998498915014,4.950930398990289,3.509600429746142,4.5903890065317565,3.5943545365008247,4.439682501678969,3.652215663613263,4.354047375267655,3.693510618200452,4.297748558216948,3.7246298760470915,4.257327066189732,3.749153308909334,4.226477480878839,3.769209697642758,4.201809583754556,3.7861485863413753,4.181315549340159,3.80087468680001,4.163716686110171,3.814024184117271,4.1481508499456705,3.8260631361828463,4.134009438821931,0.22
2.6077903128965083,3.6277334182954557,5.187814548484305,3.639730358962246,4.7961548976927,3.732088093269279,4.6336350859603055,3.794613248536273,4.5416097213894355,3.8390540522026875,4.481250108550301,3.872454057365137,4.437989041534778,3.898721989795048,4.405019658264201,3.9201700762815204,4.378689491999948,3.9382588576874586,4.356839067448276,3.953964680464783,4.338095192684853,3.9679724525315647,4.321533305715077,3.980782850409067,4.306501610736863,0.23
2.672367652985888,3.749917369369628,5.427750584095629,3.770302190442155,5.003793742524885,3.8705614799644468,4.8291310749299985,3.9378863713239927,4.73056873018903,3.9855480783158748,4.666068249533102,4.021275335251564,4.619918447819732,4.049318846307611,4.5847966338444595,4.072180564209307,4.556781287564622,4.091435372663348,4.533557689848877,4.108133181069119,4.5136560919744255,4.123008799783661,4.496088263667325,4.136598280152663,4.48015841799584,0.24
2.7363833710587007,3.871383952029186,5.670412449916053,3.901177858624475,5.213025313338463,4.0096240570559285,5.025912696099522,4.0818750228875995,4.9206796367976375,4.132826025935853,4.851966681177406,4.170922133274948,4.802884938147425,4.200768548916649,4.7655824882122415,4.225062862211025,4.73586248912755,4.245497411925388,4.711251700654096,4.263197444503843,4.690181960220242,4.278948746797694,4.671600250742469,4.293323426468136,4.654766087600789,0.25
2.799822896132026,3.991966699949393,5.915461719443277,4.032215261915622,5.423561984571266,4.149119886358149,5.223715958319504,4.226413409199796,5.111691883595892,4.280715222701186,5.038703489618324,4.321216770703602,4.9866526292588516,4.3528896161235835,4.947145795808219,4.378632500067459,4.915705115452744,4.400258081939247,4.889695877450117,4.418968558461234,4.867449853358144,4.435601657812874,4.847848255666495,4.450766148684043,4.830105287981321,0.26
2.8626716434874826,4.111499121453535,6.162547910126098,4.163268139779402,5.635108914288539,4.288887662159999,5.422270754300398,4.371329921237672,5.303349178841009,4.429036989652629,5.226031179532875,4.471975474337516,5.170980117417929,4.505494437587439,5.129249629992383,4.532698867462956,5.096075683253086,4.555524351281364,5.0686594843533985,4.575251482439991,5.045231296943419,4.592770782847117,5.024605716970898,4.6087282083710575,5.0059511160461945,0.27
2.924915023252624,4.229814743499759,6.411308814380229,4.294185966000111,5.8473642294559,4.428760660967823,5.621300966876265,4.516447123145338,5.495389560452222,4.577606653650804,5.413696713171821,4.623008406602868,5.355620502167606,4.658389312616149,5.311651577032626,4.687065259484263,5.276735214833532,4.71109710087346,5.247906275556268,4.731845101127218,5.223292287150696,4.750253313069866,5.201640522569607,4.7670053258275935,5.182073096187815,0.28
2.986538448798149,4.346747158581946,6.661370846607112,4.424813858031794,6.060019215283425,4.568566709416628,5.820524579596772,4.6615817580181105,5.687545465621101,4.7262335764039785,5.601441556671185,4.77411970926014,5.540321418590514,4.8113745033973,5.4941037595972055,4.84152893611857,5.457439256048345,4.866771187596904,5.427194509844188,4.888542290645062,5.40139330327967,4.9078404486126175,5.3787150212749655,4.925387248651784,5.358235191574318,0.29
3.047527344970046,4.462130074354066,6.912349405774231,4.554992502354546,6.272758508959423,4.708128169930673,6.019653792228563,4.8065447707536775,5.879543806892224,4.874721199513674,5.789001734278817,4.925107562140453,5.724825078670441,4.964244302410174,5.676352870297052,4.9958811952290585,5.637937905065602,5.022335520805544,5.606276976525605,5.045129997221266,5.579289332157531,5.065317478416537,5.555586046595974,5.0836578320379395,5.534195828027972,0.3
3.1078671561736058,4.575797365803423,7.163849253137965,4.684558095764916,6.485260298109616,4.847261943738394,6.218395141740222,4.9511413474556045,6.071106055337169,5.0228671049965605,5.976107891099573,5.075764256382348,5.908868322313829,5.116787113522865,5.858140215784937,5.149907458550239,5.8179758523924425,5.177573151319796,5.784901033176204,5.201389327906976,5.756729904791114,5.222463871779459,5.732004953126512,5.2415951304968775,5.709707930755282,0.31
3.167543354324551,4.687583129812129,7.415464904708626,4.813342302530975,6.697196524329904,4.9857794908676425,6.416449629335185,5.095170970910866,6.261948331420541,5.170463090787456,6.162485364930345,5.225876281693646,6.092182678554108,5.268785546333676,6.039201771880219,5.3033873703024055,5.997292432576217,5.3322613725422405,5.962808655561888,5.357095653021727,5.933459145585863,5.379053381320109,5.907717665797186,5.398971500753281,5.884518974162837,0.32
3.226541446680646,4.797321741958718,7.666781038073083,4.941172227344618,6.908233092150753,5.12348686676629,6.613512854085005,5.238427491696567,6.451781504131414,5.317295260770957,6.347854267723747,5.375224427210773,6.274494437425789,5.420016523366685,6.219268250150832,5.456094908075861,6.175621687959757,5.486171833386241,6.139736500069203,5.512018720056062,6.109215834415144,5.5348541571261505,6.082464742233126,5.5555537156204,6.058371044964039,0.33
3.2848469835657776,4.904847915422567,7.917372913203277,5.0678704040037905,7.118030083797428,5.260184775210008,6.809275153700869,5.380699214501389,6.64031129892716,5.46314412892763,6.531929577186523,5.5235838955711065,6.455524732959795,5.570251399776266,6.398065176348225,5.607798505681558,6.352692444833944,5.639070662754458,6.315415978938088,5.66592277880646,6.283733481791142,5.689628871895657,6.255981448430238,5.711103088693265,6.231000918754372,0.34
3.342445565997141,5.009996761863883,8.166806806889356,5.1932547997555885,7.326241980113957,5.395668637174361,7.003421752965439,5.521768999275251,6.827238415009606,5.607784737216096,6.71442123898641,5.670724429852824,6.634989637717117,5.719256095256381,6.575312981056272,5.758261187705427,6.5282284022967145,5.790718605344258,6.489573348559639,5.818566717556131,6.456740417358835,5.843134856918649,6.427997847934527,5.865375609736977,6.402140150207744,0.35
3.399322853224838,5.11260385416025,8.41464046044466,5.317138835228697,7.532517888019603,5.5297286753614765,7.1956329203292215,5.661414376845593,7.012258652425561,5.7509867868441535,6.895034280008763,5.816410453072048,6.812600269243935,5.866791237886378,6.750727102881472,5.907240715539986,6.70194823409533,5.94087116859238,6.661929811070875,5.969704210149063,6.627959891905585,5.995124248777638,6.5982389046829875,6.018122090676906,6.571515177022357,0.36
3.455464570192321,5.212505290888754,8.660423540336135,5.4393314198793306,7.736501774865329,5.66215001408366,7.385584133156572,5.799407678662249,7.1950630494556425,5.892514782611022,7.073468933072209,5.960401219958547,6.9880629087982475,6.012612319677642,6.924018104479405,6.054489744698626,6.873565703697737,6.08927878060181,6.832201629449557,6.119083873834113,6.797110193052386,6.145344146673542,6.766424599639874,6.169088322123192,6.738847437722444,0.37
3.510856514924829,5.309537762449271,8.903698111398443,5.559637002869689,7.937832710053925,5.7927127942165475,7.572946252086046,5.935516180353027,7.375338030726632,6.032128190028871,7.249420773480766,6.102450980759422,7.161079132665928,6.156469863613705,7.094891801680826,6.199755993245803,7.042789792809033,6.235686958920598,7.000100256284077,6.266449437780727,6.963904774766775,6.293536780306551,6.932270061338691,6.318015240383364,6.9038535034009625,0.38
3.5654845658524197,5.403538618730621,9.143999122293696,5.677855639291829,8.136145114282153,5.921192302943732,7.757385704948205,6.069502258791423,7.552765566453873,6.169581604955065,7.422580867758644,6.242309156845318,7.331345956352542,6.298109602001738,7.26304940595078,6.342782421200724,7.209324843520522,6.379836490065065,7.165332476367294,6.4115399221892115,7.128052400813603,6.439439688261057,7.0954857104184965,6.464639104934407,7.06624522346878,0.39
3.6193346890730336,5.494345938226558,9.380854902880236,5.793783071642666,8.33106901675545,6.047359118022356,7.938564680661594,6.201123562394279,7.727023343191004,6.304624935487508,7.592635934882797,6.379720527915703,7.498555991906636,6.437272665974951,7.428187680384426,6.483307420792537,7.3728707142515155,6.521463619699093,7.327600563237666,6.554089827935932,7.289257302236419,6.582785906859305,7.255777418221954,6.6086916863396175,7.225729885456749,0.4
3.672392945560639,5.581798598513512,9.613787673155148,5.907210826448175,8.522230320716845,6.170979266306305,8.116141333504107,6.33013319438259,7.897784946435484,6.437003595893906,7.759268520297931,6.514425430619195,7.662397618600279,6.573695786004433,7.5899991094154045,6.621065017463037,7.533122949617627,6.660300253397344,7.486602449767068,6.6938293367082515,7.447219348940481,6.723304169461193,7.412846679502844,6.7499004646063145,7.382010388899538,0.41
3.724645498322548,5.665736348005783,9.842314063434621,6.01792632592582,8.70925107762064,6.2918143962689,8.289769998132808,6.456279908751605,8.064720055408785,6.566458712361893,7.922157182968261,6.646159968421434,7.822555167163414,6.707111503294665,7.748172082384634,6.7557850815271125,7.6897729643339865,6.796074167932914,7.642031912871217,6.830484521595016,7.601634235427172,6.8607191161969565,7.566390799271604,6.887988837988403,7.534785433312665,0.42
3.7760786195095926,5.745999878908105,10.065945645435352,6.12571301456548,8.891749770269163,6.409621964271877,8.459101415700406,6.579308318708197,8.227494650301342,6.692727340371209,8.08097669569106,6.774656232567435,7.978709117740151,6.837248391950583,7.902391091091201,6.887193550413264,7.842508241237345,6.928509233040555,7.79357877239666,6.963777568107119,7.752193680709389,6.994751514126398,7.716103093789246,7.022676342242867,7.683749720258007,0.43
