1,2,3,4,5,6,7,8,9,10,h
1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,0.9999999999999998,0.0
0.9294468794434763,0.9293861491143883,0.9293151220845048,0.9292062775499582,0.929096083244602,0.9289545464078671,0.9288191260388178,0.9286550070722329,0.9285021086222813,0.9283218499126478,0.01
0.863743271501342,0.8636261019685701,0.8634907660341065,0.8632836440379291,0.8630750017012065,0.8628072273474952,0.8625518802457921,0.8622425466027442,0.8619551216283373,0.8616163183146368,0.02
0.802564317162338,0.8023947199043603,0.8022013300579922,0.8019057248586625,0.8016094789381627,0.801229556743759,0.8008685063089958,0.8004312849771954,0.800026126489421,0.7995486056568002,0.03
0.7456063722770983,0.745388097450492,0.7451424753458282,0.7447674594460703,0.7443936136468675,0.743914507393633,0.7434607969765956,0.7429115514423238,0.7424039901030296,0.7418058327696101,0.04
0.6925856565747369,0.6923222101721328,0.6920297720200451,0.691583743990439,0.691141518448079,0.69057514435816,0.6900407215258942,0.6893939580184169,0.6887979708343355,0.6880956432925193,0.05
0.6432369865912339,0.6429316465044892,0.642597429190475,0.6420881584585169,0.6415860432436642,0.6409433432366607,0.6403391384855346,0.6396081051413559,0.6389364167884484,0.6381448929509503,0.06
0.5973125874251229,0.5969684184816422,0.5965971040152904,0.5960317728082776,0.5954775779908915,0.5947685881799119,0.5941045884450955,0.5933013678394843,0.5925655450881174,0.5916984204176544,0.07
0.5545809785367437,0.5542008465727783,0.5537967849736329,0.5531820275923301,0.5525829300794125,0.5518168448032557,0.5511021620918729,0.5502377575578381,0.5494482972405821,0.5485178948065101,0.08
0.5148259290904226,0.5144125141213131,0.5139797448390722,0.5133216844283583,0.5126842717763134,0.5118695034469748,0.511112438902268,0.5101968550315098,0.5093632659682267,0.5083807351399003,0.09
0.4778454786059587,0.47740128714965063,0.4769435591106543,0.4762478420832361,0.47557815347365345,0.47472238850137055,0.47393049218648703,0.472972809882727,0.47210368915211615,0.4710790974072231,0.1
0.44345101893704986,0.4429783955437894,0.44249918591012566,0.44177101416988707,0.44107457872605166,0.44018482976813617,0.43936495644052453,0.43837340287292376,0.4374765067957042,0.43641892509218827,0.11
0.4114664338313739,0.4109675718692702,0.4104701035915434,0.409714264694148,0.40899613730476875,0.40807879206944797,0.40723715320027976,0.406219166983311,0.40530147715966763,0.40421905929199037,0.12
0.38172729255002036,0.38120424429312966,0.3806915025329652,0.3799123979129098,0.3791771927193812,0.3782380595417433,0.377380271819192,0.376342563725261,0.3754103484479743,0.3743104047822657,0.13
0.3540800942341618,0.35353478029689905,0.3530095277905883,0.35221119917598676,0.35146312086993653,0.3505074712637866,0.3496386018043404,0.34858721129657694,0.34764608264131946,0.3465351485993463,0.14
0.3283815599047799,0.32781577806378087,0.32728056949407924,0.3264667236230108,0.3257095966918924,0.324742205068834,0.32386681354703795,0.3228071614019328,0.32186212827747424,0.32074602791621115,0.15
0.30449796916767735,0.3039134026097123,0.303370598048678,0.302544629793934,0.30178192584396984,0.3008071065792775,0.299929284473348,0.2988662217462284,0.29792173916967546,0.296805644181515,0.16
0.2823045388714648,0.2817027639036336,0.2811545413855159,0.2803195553879965,0.2795544186658319,0.2785760606796383,0.27769946781821236,0.2766373213888669,0.2756973362345078,0.2745858206727112,0.17
0.26168484113147905,0.26106733438768753,0.2605157016672302,0.25967453257205747,0.25890980379901496,0.2579314028109537,0.2570593013947891,0.2560019163158112,0.2550699097705796,0.2539670007853695,0.18
0.24253025828814326,0.24189840346376365,0.24134520901186532,0.24050044039546195,0.23973867902126822,0.23876336762695669,0.237898653888638,0.23684943274520637,0.23592845968915652,0.23483768454181828,0.19
0.22473947251476756,0.224094566659416,0.22354150994487074,0.2226954920157922,0.2219389969920524,0.22096957270062548,0.2201148063552214,0.21907674583201478,0.21816947134847187,0.21709390095388814,0.2
0.2082179879275486,0.20756124732405995,0.20700988842708057,0.2061647545782489,0.20541558374574564,0.20445453510903608,0.20361196673914914,0.20258769157786222,0.20169642478500557,0.20063871401713973,0.21
0.19287768318034448,0.19221024883628465,0.19166201743667005,0.19081969972183607,0.19007968789990626,0.18912921885576645,0.18830081536548976,0.18729260988492388,0.18641933526844504,0.1853817602483494,0.22
0.17863639264882272,0.17795933542524223,0.17741553920538422,0.17657778280810918,0.17584855866888255,0.17491061121353418,0.17409807947744046,0.1731079168173465,0.17225432323244244,0.17123881580433942,0.23
0.16541751442352093,0.16473183982411782,0.16419367232453655,0.16336204908372678,0.16264505088886982,0.16172132618602011,0.16092613501142877,0.1599557042511383,0.15912321175141345,0.15813139133922952,0.24
0.15314964343940246,0.15245629608181843,0.15192484404456297,0.15110076509659082,0.1503972553693733,0.14948923339712056,0.14871263391048686,0.14776336520384362,0.1469531498446585,0.14598635286903042,0.25
0.14176622817121567,0.14106609596083314,0.14054234619387454,0.1397270737875619,0.1390381529885304,0.13814711081877473,0.1373901553800924,0.13646324323925066,0.13567625999363525,0.13473556701780728,0.26
0.13120524941963646,0.13049916744497128,0.12998401323863953,0.1291786717758532,0.12850529104613845,0.12763231984528986,0.12689587958787005,0.12599230444012807,0.12522930835653415,0.1243155691186785,0.27
0.12140891980313641,0.12069767397072446,0.12019192109529353,0.11939750744658778,0.11874048047887585,0.11788650131308852,0.1171712823999475,0.11629183053389831,0.11555339625676511,0.11466725273604457,0.28
0.11232340265516753,0.11160773308072058,0.11111210539241609,0.1103294985340491,0.10968951262749325,0.1088552911504319,0.10816184983276224,0.10730713184264146,0.10659367160895934,0.10573557926306874,0.29
0.10389854910585436,0.10317915327740611,0.10269429795839333,0.1019242679741238,0.10130189432595071,0.10048805442218976,0.09981681097998713,0.0989872788101476,0.09829905902789621,0.097469306330832,0.3
0.09608765220221889,0.09536518792999239,0.09489168038629045,0.09413489687462057,0.0935306001578772,0.09273763661043012,0.09208888825027287,0.0912848509351956,0.09062200744267485,0.08982073384305321,0.31
0.08884721699132779,0.08812230515812623,0.08766065359788174,0.08691769352284047,0.08633184079662415,0.08556013104277728,0.08493406382299552,0.0841557020121243,0.08351825411076447,0.0827454665231042,0.32
0.0821367455569352,0.081409972681986,0.08096062239511946,0.08023197741626688,0.0796648464118674,0.07891466144743675,0.07831136129643747,0.07755874064738269,0.07694660399458642,0.07620219192856309,0.33
0.07591853606236566,0.07519045669072966,0.0747537940496359,0.07403987736470426,0.07349166418835322,0.0727631786766751,0.07218264156599606,0.07145572508426473,0.07086872352717528,0.07015247295290658,0.34
0.0701574949108598,0.0694286338397492,0.06900499003948321,0.06830614277094574,0.06777696906130332,0.06707027069969662,0.06651241202942693,0.06581107142778114,0.0652489478535657,0.06456055389447778,0.35
0.06482096118952793,0.06409181554215657,0.06368147009736262,0.06299796725222817,0.06248788682833031,0.06180298502141648,0.06126764827192863,0.06059167441773392,0.06005410069099704,0.05939317922972036,0.36
0.059878542614713676,0.059149583771627,0.05875276778636971,0.05808482381663124,0.05759382884976326,0.056930662735884006,0.05641762743635918,0.055766739950837724,0.05525332600411636,0.0546194242811439,0.37
0.05530196224507625,0.05457363764227482,0.054190536867897696,0.053538310857309965,0.053066337598153976,0.052424783472176786,0.051933772533155516,0.051307628602289455,0.05081793074121195,0.05021053702069776,0.38
0.05106491527428358,0.05033765007685909,0.04996840777202893,0.049332008273245916,0.04887894236366357,0.04825882053669691,0.04778950699084045,0.0471877094437613,0.04672123792435634,0.04613979029641719,0.39
0.04714293525804432,0.04641713391748974,0.046061853523676886,0.04544134306823839,0.04500702446518743,0.04440810559913164,0.043960118791521105,0.043382223498556305,0.04293844943036149,0.04238234381454784,0.4
0.0435132691704316,0.042789316873264246,0.04244806451805769,0.04184346382026907,0.04142769135760511,0.040849702310030704,0.04042263357665175,0.039868156215763784,0.03944651784078816,0.03891511525099398,0.41
